Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
32;6;6;-615.3;-444.7;341.2;0.0555
16;3;3;-1104.0;-458.3;1291.4;0.9903
45;3;9;-816.9;-503.5;626.9;0.1497
33;9;1;-1748.5;-525.6;2445.8;0.1544
47;2;10;-552.6;-467.9;169.3;0.0757
26;4;4;-947.7;-530.5;834.3;1.0785
29;9;4;-594.8;-551.6;86.3;2.8408
28;6;3;-999.3;-455.7;1087.2;0.3292
3;3;8;-2005.7;-448.2;3115.0;1.4435
42;5;7;-696.2;-441.5;509.5;0.086
49;2;8;-534.9;-444.1;181.6;0.0961
13;10;10;-621.3;-469.3;304.1;0.0676
46;10;6;-669.5;-449.7;439.6;0.0506
40;6;1;-1514.9;-518.5;1992.8;0.0944
25;8;5;-631.9;-414.0;435.9;0.0636
24;7;2;-614.8;-480.7;268.3;0.0822
5;8;4;-578.2;-552.7;51.2;2.9301
41;9;6;-707.7;-446.7;522.1;0.0539
34;10;5;-702.5;-418.5;568.0;0.0632
