Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
27;9;2;-601.5;-481.0;241.1;0.069
26;6;5;-688.2;-413.8;548.8;0.0707
37;3;10;-563.7;-453.2;221.0;0.0837
43;8;1;-826.4;-510.8;631.1;0.0473
35;2;9;-878.2;-528.4;699.6;0.3853
9;9;7;-1931.7;-485.6;2892.4;1.5125
33;7;3;-1069.3;-456.8;1225.0;0.3899
17;2;6;-576.9;-504.3;145.2;0.2177
32;8;4;-574.9;-554.3;41.2;7.1077
6;8;6;-1626.4;-465.9;2321.1;0.3126
28;8;1;-873.3;-510.8;725.2;0.0494
27;5;1;-755.9;-501.0;509.9;0.0496
10;4;8;-516.9;-410.9;212.1;0.1171
43;4;2;-622.8;-486.3;273.0;0.1205
29;7;6;-783.6;-440.1;686.9;0.0567
7;10;1;-807.8;-508.3;599.1;0.0441
3;4;8;-527.6;-410.1;234.9;0.1195
31;4;5;-626.0;-417.3;417.4;0.1009
11;9;10;-578.0;-558.9;38.1;7.2406
13;8;9;-2098.2;-493.7;3209.2;0.6439
41;7;4;-1004.1;-536.2;935.7;2.2757
16;10;8;-518.5;-407.6;221.8;0.0585
40;8;3;-1436.0;-461.6;1948.8;0.9949
25;6;7;-690.1;-437.3;505.5;0.0713
45;4;1;-802.1;-505.5;593.2;0.057
21;5;2;-621.0;-483.4;275.2;0.1086
27;10;7;-617.1;-455.2;323.9;0.062
34;8;7;-687.4;-447.7;479.4;0.0684
50;9;4;-796.2;-548.3;495.9;6.7648
11;2;5;-521.4;-440.3;162.3;0.0774
3;4;2;-619.9;-483.8;272.3;0.132
23;6;4;-592.1;-553.2;77.6;2.5079
30;2;8;-533.5;-444.4;178.3;0.101
47;7;7;-2038.5;-493.3;3090.4;1.3909
22;9;3;-667.4;-438.5;457.7;0.0755
37;4;6;-658.9;-443.4;430.8;0.0666
38;9;6;-695.7;-446.9;497.5;0.0511
39;6;1;-1514.9;-518.5;1992.8;0.0944
1;10;2;-629.6;-603.0;53.2;6.9807
46;4;3;-665.2;-436.3;457.8;0.1282
7;6;4;-610.8;-552.3;117.0;6.5676
49;9;3;-678.7;-506.7;343.9;4.533
18;8;10;-574.6;-559.6;30.0;6.8965
48;6;4;-576.6;-554.2;44.7;4.1659
8;7;5;-624.2;-413.6;421.2;0.0672
17;5;10;-586.9;-457.0;259.7;0.0809
15;4;9;-1994.2;-520.4;2947.6;1.8926
37;8;5;-631.2;-407.2;447.9;0.0593
38;5;5;-631.9;-415.5;432.7;0.0865
26;10;5;-625.2;-414.5;421.5;0.0566
12;2;7;-512.6;-466.4;92.4;0.1492
36;7;2;-641.4;-479.0;324.8;0.0875
45;8;2;-994.4;-487.5;1013.7;0.1373
20;6;6;-707.1;-440.5;533.2;0.0562
21;9;1;-787.2;-508.5;557.4;0.046
44;7;5;-1812.2;-441.8;2740.8;0.5725
16;8;8;-532.5;-407.5;249.8;0.0705
19;5;8;-575.2;-413.5;323.3;0.1018
34;4;4;-573.4;-553.8;39.1;7.744
50;5;7;-744.2;-447.0;594.4;0.0908
28;8;6;-854.1;-458.2;791.9;0.0558
8;3;2;-628.9;-603.6;50.6;4.9351
25;10;3;-531.9;-511.7;40.5;3.8001
27;5;6;-644.5;-437.9;413.2;0.0597
43;4;5;-551.5;-533.6;35.8;8.3737
7;2;3;-923.8;-491.0;865.4;1.7777
29;7;1;-1046.7;-518.0;1057.2;0.0547
4;5;1;-676.5;-501.0;351.0;0.0536
20;3;8;-517.9;-414.3;207.1;0.1419
17;2;1;-749.5;-596.9;305.0;0.1099
33;7;4;-576.5;-554.2;44.7;6.1929
32;8;3;-685.9;-506.5;358.7;3.5109
41;7;3;-1279.7;-466.2;1626.9;0.8351
24;9;7;-586.7;-560.6;52.2;5.9845
10;6;10;-605.9;-457.5;296.8;0.0837
40;8;4;-1343.7;-510.8;1665.8;0.4242
12;7;9;-929.6;-465.5;928.3;0.0595
7;10;6;-681.4;-444.4;473.9;0.0514
31;4;2;-2165.5;-523.2;3284.6;1.4484
24;5;4;-760.2;-539.8;440.9;1.6134
40;4;7;-605.7;-444.2;323.1;0.1063
24;10;1;-896.2;-510.8;770.7;0.0465
9;8;2;-638.1;-476.4;323.5;0.0737
14;2;3;-529.6;-513.2;32.7;6.4769
30;7;6;-1037.9;-451.1;1173.5;0.1138
17;10;9;-1035.6;-478.9;1113.4;0.0558
45;3;10;-574.6;-454.1;240.9;0.0805
31;8;1;-779.9;-505.3;549.3;0.0498
6;9;3;-1329.2;-473.0;1712.3;2.0323
47;2;9;-826.4;-521.0;610.9;0.1992
28;4;5;-748.9;-416.2;665.4;0.0878
27;9;5;-555.9;-535.7;40.4;6.152
42;7;1;-3964.0;-579.8;6768.3;1.6167
43;8;6;-732.3;-442.7;579.3;0.0534
26;6;2;-1402.5;-500.2;1804.7;0.432
18;3;2;-776.6;-492.1;568.9;0.1287
4;10;4;-636.2;-550.2;172.1;2.3414
14;3;6;-976.7;-450.9;1051.5;0.1152
30;6;3;-656.6;-428.7;455.9;0.0892
46;10;7;-682.3;-450.7;463.2;0.06
34;10;4;-652.1;-549.5;205.1;2.5823
31;9;4;-785.0;-547.3;475.5;3.3991
13;5;8;-523.8;-408.0;231.5;0.1025
24;4;1;-718.9;-500.9;435.9;0.0558
40;5;2;-598.3;-481.9;232.8;0.1099
18;2;7;-515.9;-466.4;99.0;0.1555
32;5;5;-639.2;-414.8;448.9;0.0849
2;7;5;-604.1;-417.3;373.6;0.0701
42;6;4;-770.3;-545.3;449.9;2.2632
10;9;9;-909.4;-571.4;675.9;5.2255
12;8;10;-629.7;-473.3;312.7;0.0787
26;7;7;-577.4;-558.4;38.2;5.6283
43;9;3;-725.8;-440.2;571.2;0.0901
4;9;1;-1693.0;-655.3;2075.4;5.7594
35;10;6;-701.5;-444.5;514.1;0.049
5;7;9;-957.5;-480.2;954.7;0.0755
17;3;4;-788.8;-504.5;568.7;0.1648
33;6;1;-784.0;-503.1;561.8;0.0493
32;9;6;-639.4;-441.1;396.6;0.0486
47;10;5;-625.9;-419.1;413.6;0.0602
28;9;3;-690.4;-436.7;507.4;0.0785
27;4;3;-616.2;-442.2;348.0;0.1175
29;6;4;-1065.3;-534.8;1060.8;3.1415
9;4;2;-606.1;-481.4;249.3;0.1079
5;2;1;-677.1;-597.3;159.5;0.1771
6;5;3;-700.0;-437.7;524.6;0.1196
31;5;7;-665.6;-440.8;449.6;0.0884
24;8;2;-639.1;-478.5;321.0;0.0718
41;6;6;-2676.2;-501.1;4350.1;1.1908
36;3;9;-1015.0;-506.8;1016.4;0.1899
40;9;1;-697.9;-671.7;52.5;7.227
34;2;10;-550.6;-468.0;165.3;0.0715
25;7;5;-686.2;-413.9;544.6;0.0654
41;3;8;-509.7;-415.5;188.2;0.142
12;3;2;-631.1;-486.6;289.0;0.1399
36;6;7;-750.2;-434.8;630.7;0.0734
46;5;6;-654.5;-436.7;435.7;0.061
44;10;3;-538.6;-513.2;50.7;7.4307
49;8;6;-656.7;-442.3;428.7;0.0524
48;7;1;-2947.5;-556.1;4782.8;0.3864
22;4;5;-659.7;-423.7;472.0;0.0901
5;6;6;-2577.6;-510.8;4133.6;1.9481
34;5;1;-839.1;-517.7;642.8;0.0595
50;4;2;-589.6;-481.8;215.5;0.126
1;2;10;-552.6;-467.8;169.7;0.0738
3;8;2;-824.0;-493.1;661.8;0.1001
20;7;3;-529.5;-513.0;32.9;8.6351
45;9;7;-2255.2;-485.9;3538.5;1.3794
21;8;4;-575.3;-554.3;41.9;6.9394
34;9;2;-624.3;-477.5;293.7;0.0727
24;3;10;-587.2;-456.8;260.9;0.0953
35;6;5;-637.3;-419.3;436.0;0.0768
26;2;9;-600.6;-579.1;42.9;8.076
50;8;1;-1706.6;-521.1;2370.9;0.2156
18;7;9;-1020.7;-478.1;1085.2;0.0786
45;5;4;-1049.3;-514.6;1069.4;0.3886
37;10;2;-614.4;-483.8;261.3;0.064
45;10;1;-917.3;-519.9;794.9;0.0493
21;4;7;-646.7;-446.3;400.9;0.101
37;5;3;-954.0;-456.8;994.3;0.4661
38;8;3;-1251.2;-483.2;1535.9;1.0784
39;7;4;-576.5;-554.4;44.1;4.4189
46;9;5;-669.7;-418.3;502.9;0.0589
14;6;8;-527.7;-408.3;238.7;0.0786
23;7;1;-3080.6;-626.2;4908.8;3.953
49;4;5;-663.8;-412.9;501.7;0.0879
2;3;2;-618.9;-488.7;260.4;0.1289
22;8;6;-697.1;-441.9;510.5;0.0525
47;6;2;-597.2;-480.2;234.1;0.0836
27;3;7;-598.4;-453.9;289.1;0.1194
50;6;8;-579.4;-411.1;336.5;0.0802
43;2;4;-808.8;-511.4;594.9;0.3327
20;5;9;-860.7;-475.8;769.8;0.0868
22;4;10;-605.7;-456.1;299.2;0.0835
9;6;9;-1183.4;-468.5;1429.7;0.0693
19;6;7;-685.4;-448.1;474.5;0.0762
6;7;8;-593.4;-408.9;369.0;0.0792
32;10;9;-600.8;-579.1;43.3;4.8681
23;9;8;-830.3;-415.8;829.1;0.1051
5;5;2;-607.0;-484.7;244.6;0.1082
14;8;1;-3380.0;-566.4;5627.2;0.9872
15;7;6;-752.5;-448.8;607.3;0.0599
31;2;3;-532.7;-513.6;38.2;6.4713
9;3;1;-730.6;-539.1;383.0;0.0684
18;10;2;-608.4;-480.1;256.6;0.0634
35;6;10;-625.8;-457.7;336.2;0.071
24;3;5;-961.5;-440.8;1041.4;0.1959
37;7;9;-1045.7;-463.6;1164.2;0.065
40;2;6;-578.8;-505.7;146.1;0.2278
14;4;2;-601.5;-483.5;235.9;0.1453
47;4;8;-496.8;-412.9;167.8;0.1299
48;9;8;-554.6;-408.9;291.5;0.0676
6;4;10;-589.2;-459.1;260.1;0.0894
28;2;4;-815.3;-544.7;541.3;3.3799
8;8;1;-694.0;-670.0;48.1;5.8131
1;7;4;-883.0;-545.4;675.1;5.4181
17;8;3;-672.6;-439.1;467.0;0.0968
41;10;8;-627.7;-415.8;423.8;0.0577
18;5;3;-659.9;-432.0;455.8;0.1103
49;4;10;-615.4;-458.2;314.3;0.0955
46;9;10;-1181.9;-536.2;1291.4;2.3174
16;7;4;-812.0;-546.5;530.8;4.3726
32;2;1;-695.9;-591.0;209.9;0.0962
44;8;9;-900.0;-463.8;872.5;0.0616
33;8;8;-539.5;-406.7;265.6;0.0669
21;3;3;-607.1;-439.4;335.3;0.128
11;4;4;-1110.6;-516.1;1189.0;0.9456
24;10;10;-664.9;-469.7;390.5;0.073
1;3;3;-624.5;-436.8;375.5;0.1116
49;3;1;-880.8;-545.1;671.4;0.1027
2;4;1;-695.8;-669.8;51.9;8.11
32;5;10;-607.0;-470.5;272.9;0.0986
30;4;9;-693.2;-486.1;414.1;0.0981
13;7;2;-623.9;-480.0;287.8;0.0947
37;2;7;-514.2;-466.1;96.0;0.1531
12;8;5;-622.6;-411.5;422.2;0.0636
40;7;8;-532.4;-407.7;249.3;0.0685
46;2;2;-1066.3;-534.7;1063.1;0.5506
22;3;1;-714.6;-536.9;355.3;0.0651
15;2;8;-530.7;-441.6;178.2;0.0913
38;3;4;-576.2;-554.9;42.7;7.3571
12;4;6;-696.0;-444.6;502.7;0.0701
19;3;9;-1392.5;-520.7;1743.6;0.7242
27;6;9;-607.6;-578.2;58.7;3.0821
25;7;10;-623.0;-471.5;303.1;0.0821
34;2;5;-532.0;-440.9;182.2;0.0746
9;7;6;-653.0;-437.9;430.1;0.0499
6;6;7;-693.9;-442.6;502.5;0.0798
11;8;7;-675.4;-447.1;456.5;0.068
50;3;6;-704.5;-445.8;517.4;0.0728
38;2;1;-970.3;-597.0;746.5;0.1356
41;5;9;-805.6;-480.0;651.2;0.0847
43;4;10;-653.8;-466.1;375.4;0.103
12;5;3;-532.2;-512.0;40.4;7.7329
46;3;7;-581.6;-453.5;256.3;0.1312
2;8;1;-775.6;-507.6;536.1;0.0476
31;6;8;-560.7;-539.2;42.9;4.0305
22;2;4;-813.4;-505.8;615.3;0.4128
4;6;5;-2362.5;-469.9;3785.1;1.5622
10;6;5;-614.3;-410.5;407.6;0.0712
42;9;8;-692.0;-414.3;555.5;0.0717
50;2;3;-550.5;-452.8;195.5;0.1289
11;9;2;-616.5;-479.1;274.7;0.0743
12;10;2;-635.0;-483.4;303.1;0.064
3;3;1;-730.6;-539.1;383.0;0.0684
29;9;8;-527.4;-407.2;240.3;0.0632
11;5;1;-890.5;-514.1;753.0;0.0591
26;4;8;-636.8;-417.9;438.0;0.1184
38;10;9;-906.1;-482.3;847.7;0.0594
45;3;5;-623.2;-415.0;416.3;0.0849
21;2;6;-848.4;-515.4;666.1;0.9079
20;10;8;-528.2;-409.6;237.1;0.0599
13;6;7;-688.9;-443.4;490.9;0.0763
37;3;2;-603.7;-486.5;234.3;0.1395
27;9;10;-644.2;-464.3;359.8;0.0764
25;8;9;-885.3;-464.4;841.7;0.0611
3;6;9;-939.1;-473.3;931.6;0.0661
28;4;10;-596.0;-454.9;282.2;0.0886
49;2;4;-917.2;-540.0;754.4;3.0733
14;5;7;-705.8;-446.5;518.8;0.0943
7;3;10;-580.8;-458.6;244.4;0.0982
5;9;2;-624.2;-482.3;283.7;0.0728
3;7;6;-2280.6;-488.5;3584.2;0.9747
13;3;9;-669.0;-494.9;348.2;0.1163
11;2;10;-889.3;-476.3;826.1;0.3767
40;3;3;-598.7;-439.8;317.8;0.118
17;9;6;-688.6;-450.0;477.3;0.0526
18;4;6;-634.0;-441.8;384.3;0.0645
10;10;6;-595.0;-573.7;42.7;5.0556
16;6;1;-812.6;-514.4;596.5;0.0515
32;3;4;-1003.1;-516.7;972.8;0.4664
21;7;8;-540.9;-407.4;267.0;0.073
45;10;10;-717.3;-466.6;501.4;0.072
28;3;1;-665.2;-545.0;240.3;0.0758
17;5;5;-668.3;-407.4;521.8;0.0782
18;8;5;-556.6;-534.9;43.4;7.3485
19;7;2;-630.9;-604.3;53.2;4.9764
27;2;2;-630.1;-522.6;215.1;0.0901
6;8;10;-665.0;-465.6;398.9;0.0779
4;2;2;-611.6;-518.7;185.7;0.0839
8;4;1;-695.8;-669.8;51.9;8.11
38;5;10;-614.5;-454.7;319.6;0.0838
35;9;9;-602.2;-579.8;44.9;7.4762
43;3;1;-709.0;-540.6;336.9;0.0801
37;8;10;-1052.5;-474.7;1155.7;0.3336
11;10;4;-580.9;-553.3;55.2;5.8302
14;9;4;-572.8;-552.9;39.8;2.8614
46;6;9;-1016.3;-466.2;1100.3;0.0666
44;7;10;-867.3;-465.5;803.7;0.1129
15;6;3;-907.4;-461.6;891.6;0.4729
31;3;6;-745.1;-446.5;597.1;0.073
36;5;8;-501.8;-409.2;185.3;0.1067
39;8;8;-528.5;-407.9;241.3;0.0675
41;3;5;-600.9;-433.8;334.1;0.0973
50;6;10;-642.2;-471.5;341.5;0.0903
25;2;6;-572.3;-505.6;133.3;0.2345
7;3;1;-730.6;-539.1;383.0;0.0684
4;4;3;-721.8;-441.3;561.0;0.1414
15;5;1;-770.6;-504.3;532.6;0.0526
22;4;8;-532.5;-410.7;243.6;0.1168
29;3;7;-578.2;-456.9;242.6;0.127
24;10;8;-533.1;-407.7;250.6;0.0546
8;7;8;-541.6;-409.3;264.5;0.0705
17;6;7;-656.1;-447.3;417.6;0.0772
33;3;2;-605.6;-484.9;241.3;0.1239
23;9;10;-1045.1;-474.8;1140.6;0.3713
21;8;9;-904.2;-471.3;865.8;0.0635
7;6;9;-1002.3;-471.1;1062.5;0.0621
42;3;7;-600.3;-454.5;291.4;0.1227
6;8;1;-694.0;-670.0;48.1;5.8131
35;6;8;-543.9;-410.2;267.3;0.0798
26;2;4;-838.5;-509.3;658.5;0.3541
8;4;10;-616.7;-458.1;317.2;0.0955
18;7;4;-1000.1;-525.3;949.6;0.9923
48;9;10;-627.1;-465.8;322.6;0.067
45;5;9;-943.8;-485.2;917.2;0.1244
47;4;10;-660.2;-465.8;388.7;0.0855
16;5;3;-621.5;-432.7;377.7;0.1044
19;8;3;-660.4;-440.4;440.1;0.0937
39;7;9;-919.5;-462.2;914.4;0.0647
16;10;2;-664.8;-481.7;366.2;0.0649
14;6;5;-648.5;-411.3;474.4;0.0676
46;9;8;-542.7;-407.3;270.7;0.0619
49;4;8;-502.4;-409.6;185.5;0.1254
15;9;2;-614.2;-485.0;258.5;0.0722
23;2;2;-643.6;-524.2;238.7;0.1276
2;8;10;-636.9;-474.6;324.6;0.0781
47;3;1;-694.4;-535.8;317.1;0.0655
31;9;9;-1115.5;-481.6;1267.8;0.0722
33;8;10;-638.8;-466.5;344.6;0.0739
13;5;5;-596.8;-421.9;349.8;0.0847
39;2;7;-564.2;-466.6;195.2;0.144
32;5;8;-503.2;-410.0;186.3;0.1089
15;10;4;-806.4;-540.8;531.2;1.3691
10;9;4;-640.5;-551.0;179.0;2.634
42;6;9;-1189.0;-468.7;1440.7;0.1897
40;7;10;-628.2;-464.1;328.1;0.0822
11;6;3;-1107.2;-447.5;1319.3;0.3731
35;3;6;-685.4;-443.4;484.0;0.0708
17;3;9;-641.9;-490.7;302.3;0.1039
15;2;10;-1233.8;-487.2;1493.2;0.7055
44;3;3;-606.7;-441.2;331.0;0.1281
8;6;7;-714.2;-440.4;547.7;0.0761
10;5;7;-673.5;-445.4;456.1;0.0872
3;3;10;-588.4;-453.5;269.8;0.0794
1;9;2;-625.6;-602.6;45.9;7.1919
7;7;6;-597.2;-573.0;48.3;6.3694
29;6;9;-826.6;-484.1;684.9;0.0906
41;10;10;-614.2;-473.0;282.6;0.073
48;2;2;-627.4;-521.1;212.7;0.1124
13;9;6;-726.2;-439.3;573.8;0.0512
14;10;6;-845.7;-457.7;776.1;0.0542
12;6;1;-812.5;-504.4;616.1;0.0511
36;3;4;-756.5;-508.9;495.1;0.3968
25;7;8;-532.4;-408.5;247.7;0.0734
10;4;2;-599.8;-484.7;230.3;0.1242
43;4;8;-506.4;-410.7;191.4;0.1229
31;6;10;-652.4;-466.3;372.2;0.0859
20;3;5;-696.6;-432.2;528.8;0.0935
33;7;9;-943.2;-470.2;945.8;0.0641
44;2;6;-570.7;-506.0;129.5;0.2303
13;8;3;-1277.9;-471.0;1613.8;2.4208
45;10;8;-545.8;-411.1;269.5;0.058
42;9;10;-1547.5;-493.4;2108.2;0.9801
12;7;4;-615.5;-550.6;129.8;3.8289
40;8;9;-882.1;-457.6;849.0;0.0557
36;2;1;-698.4;-670.8;55.1;6.1571
2;4;10;-585.0;-455.5;259.0;0.0974
48;3;7;-767.2;-457.7;619.1;0.1627
5;7;4;-588.9;-552.2;73.2;2.6894
24;5;9;-727.5;-472.5;510.0;0.0754
26;4;10;-1006.1;-550.0;912.3;6.9457
29;9;10;-575.9;-558.4;35.0;5.1389
39;3;2;-611.4;-485.6;251.5;0.1336
2;7;8;-534.9;-406.9;255.9;0.0744
23;3;7;-601.8;-454.7;294.1;0.1181
47;2;4;-735.5;-545.7;379.5;4.1782
36;10;9;-730.0;-480.7;498.6;0.0591
28;4;8;-525.4;-409.1;232.6;0.1225
1;5;2;-614.7;-480.0;269.3;0.1024
27;9;8;-540.9;-406.7;268.3;0.0585
10;8;1;-694.0;-670.0;48.1;5.8131
11;7;6;-677.4;-443.3;468.1;0.0546
35;2;3;-564.1;-452.6;223.1;0.1425
4;10;9;-1788.3;-490.8;2595.1;0.5796
18;6;1;-812.6;-514.4;596.5;0.0515
16;4;6;-653.5;-435.8;435.3;0.0604
19;9;6;-668.7;-446.8;443.8;0.0494
42;2;2;-770.8;-541.4;458.7;0.3697
50;9;9;-1763.9;-512.1;2503.6;0.5928
26;3;1;-730.0;-533.1;393.6;0.0591
11;2;8;-532.8;-443.5;178.5;0.0981
23;6;9;-604.2;-579.8;48.8;5.6522
21;7;10;-657.7;-464.7;386.0;0.0757
30;2;5;-526.7;-440.8;171.9;0.0821
4;8;3;-679.6;-435.5;488.2;0.0874
9;3;10;-587.2;-461.3;251.8;0.0911
2;6;7;-709.8;-439.1;541.4;0.0738
15;8;7;-693.5;-441.7;503.5;0.067
48;6;9;-951.6;-477.6;947.9;0.0701
15;4;4;-1056.8;-511.0;1091.6;0.7076
37;8;8;-523.9;-410.0;227.7;0.0698
38;5;8;-526.8;-411.3;230.9;0.1022
25;3;3;-1058.5;-459.0;1199.0;0.8991
17;7;2;-611.1;-484.0;254.1;0.0847
33;2;7;-516.9;-466.8;100.1;0.1493
16;8;5;-602.2;-411.1;382.3;0.0623
44;7;8;-548.2;-405.8;284.9;0.0729
19;5;5;-671.5;-414.0;515.1;0.0853
20;10;10;-582.9;-472.1;221.7;0.0744
39;8;10;-618.5;-461.4;314.2;0.0722
5;3;3;-616.1;-440.8;350.5;0.1208
6;4;1;-729.0;-501.0;456.1;0.0536
36;5;10;-580.4;-558.8;43.1;3.811
34;4;9;-944.6;-504.5;880.3;0.1698
8;8;10;-642.2;-465.4;353.7;0.0772
29;2;2;-650.4;-527.1;246.5;0.1621
49;7;7;-689.6;-443.8;491.7;0.0738
23;4;3;-857.9;-504.1;707.7;3.3293
31;10;6;-739.7;-447.6;584.1;0.0526
1;7;9;-1263.5;-554.8;1417.4;3.1644
13;3;4;-585.7;-553.1;65.2;2.9841
37;6;1;-757.8;-506.0;503.7;0.0489
36;9;6;-598.5;-575.2;46.7;6.6105
39;4;6;-645.4;-440.6;409.6;0.0616
43;10;5;-649.9;-420.7;458.5;0.0592
20;8;2;-606.0;-482.9;246.2;0.0757
45;6;6;-1201.1;-460.3;1481.7;0.1702
44;9;1;-820.7;-512.2;617.2;0.0476
32;3;9;-1648.5;-533.2;2230.7;1.7837
30;2;10;-550.2;-467.9;164.7;0.0772
21;7;5;-644.4;-413.4;462.1;0.0643
1;2;1;-674.0;-596.5;155.0;0.1801
2;5;3;-766.0;-448.5;634.9;0.1775
29;10;7;-627.3;-450.5;353.6;0.0623
35;5;7;-793.7;-440.2;707.1;0.0917
17;5;8;-516.9;-410.8;212.2;0.1035
20;4;1;-3485.8;-604.7;5762.3;2.627
18;8;8;-526.7;-408.4;236.5;0.0669
44;5;2;-663.1;-481.5;363.1;0.1084
10;3;6;-661.8;-444.3;435.0;0.067
34;6;3;-533.2;-513.4;39.6;6.1124
42;10;7;-679.8;-447.0;465.6;0.0571
30;10;4;-575.3;-553.9;42.8;6.1671
35;9;4;-614.0;-550.9;126.2;4.7031
19;5;10;-607.9;-454.3;307.1;0.0825
6;7;5;-611.2;-412.0;398.3;0.0695
46;6;4;-574.5;-553.8;41.5;4.9779
14;9;9;-1818.9;-533.4;2571.0;1.8228
16;8;10;-634.3;-463.3;342.0;0.0758
22;7;7;-662.5;-446.5;432.0;0.0755
47;9;3;-916.5;-449.1;934.8;0.1929
9;6;4;-853.8;-541.1;625.5;1.3227
48;4;3;-629.0;-431.5;395.0;0.1095
38;7;2;-630.8;-481.6;298.3;0.0891
28;10;5;-623.7;-417.9;411.7;0.0557
36;5;5;-1389.7;-425.9;1927.7;0.2411
39;8;5;-651.5;-409.8;483.3;0.0633
41;5;4;-631.3;-550.1;162.5;5.046
33;10;2;-1992.4;-514.4;2956.1;0.6828
41;10;1;-2770.8;-549.9;4441.6;0.5473
25;4;7;-614.6;-449.8;329.7;0.1015
30;9;2;-746.5;-486.2;520.7;0.0731
9;10;6;-699.2;-445.3;507.9;0.0502
20;3;10;-571.8;-454.5;234.6;0.0825
31;6;5;-666.6;-409.7;513.8;0.0691
22;2;9;-614.6;-510.4;208.5;0.0925
42;9;5;-662.1;-421.3;481.5;0.0621
10;6;8;-536.7;-408.8;255.8;0.0855
27;7;1;-854.5;-514.1;680.9;0.0533
9;2;3;-578.9;-509.9;138.0;2.5582
29;5;6;-652.3;-440.9;422.9;0.0613
4;9;10;-944.2;-473.9;940.6;0.1639
6;3;2;-621.9;-485.8;272.1;0.1157
26;8;6;-676.3;-437.8;477.1;0.0503
43;6;2;-644.8;-480.6;328.5;0.0856
33;5;3;-667.6;-432.9;469.4;0.1123
19;2;1;-1260.7;-608.9;1303.6;0.728
42;5;6;-796.8;-440.3;713.1;0.0636
40;10;3;-535.3;-511.9;46.7;5.0406
28;6;2;-632.3;-479.9;304.9;0.0871
29;9;5;-686.3;-418.2;536.2;0.0592
26;4;5;-651.8;-421.7;460.2;0.0939
45;3;8;-504.9;-414.9;180.0;0.1412
16;3;2;-613.0;-486.8;252.2;0.1313
32;6;7;-643.5;-449.1;388.7;0.0776
24;7;3;-697.5;-436.2;522.6;0.0922
41;9;7;-680.6;-441.6;478.0;0.0623
25;8;4;-578.2;-553.2;50.1;6.9086
49;2;9;-608.2;-512.0;192.5;0.09
8;9;3;-534.1;-512.1;44.0;5.0917
1;6;6;-713.3;-445.2;536.3;0.0581
30;5;1;-791.0;-506.9;568.3;0.0535
19;10;9;-605.8;-581.5;48.7;5.4266
5;2;10;-550.9;-468.0;165.9;0.0706
7;8;2;-606.5;-480.1;252.8;0.0808
33;8;5;-1000.5;-416.1;1168.7;0.1336
50;10;6;-893.3;-457.1;872.4;0.0563
22;10;5;-602.1;-413.2;377.7;0.0549
16;2;7;-514.6;-465.9;97.4;0.1458
32;7;2;-621.1;-482.0;278.3;0.0809
42;4;3;-654.2;-435.8;436.8;0.1259
3;6;4;-793.2;-541.5;503.4;1.3347
28;7;7;-860.8;-452.1;817.4;0.1085
4;5;10;-604.4;-458.8;291.2;0.0908
13;5;10;-630.3;-461.6;337.4;0.0934
11;4;9;-786.0;-474.1;623.8;0.0805
30;4;4;-577.2;-555.2;44.1;6.9984
48;10;7;-1838.4;-475.1;2726.8;0.4741
41;8;2;-622.1;-476.8;290.6;0.0885
24;6;6;-633.6;-441.1;385.0;0.0554
25;9;1;-1512.3;-522.6;1979.5;0.0824
40;7;5;-655.4;-414.2;482.3;0.0743
12;8;8;-517.8;-408.3;218.9;0.0665
23;10;7;-619.2;-453.8;330.9;0.0576
8;5;3;-802.2;-503.0;598.4;4.6732
30;8;7;-711.5;-440.4;542.2;0.0612
15;2;5;-530.6;-441.2;178.9;0.074
7;4;2;-629.8;-483.4;292.7;0.1236
38;3;9;-763.0;-497.6;530.7;0.1566
41;4;1;-694.7;-501.7;386.0;0.0564
25;5;2;-609.0;-483.5;251.0;0.1061
49;10;5;-744.1;-422.9;642.3;0.0578
33;4;6;-688.6;-439.6;497.9;0.06
4;6;8;-536.1;-410.4;251.4;0.0843
5;10;2;-634.4;-487.5;293.7;0.0677
19;3;4;-863.0;-499.4;727.2;0.1768
27;6;4;-575.4;-553.5;43.8;6.1525
34;2;8;-534.9;-444.0;181.9;0.1052
29;4;3;-529.2;-512.0;34.3;3.616
43;7;7;-1158.3;-459.5;1397.7;0.2122
26;9;3;-1233.2;-461.5;1543.5;0.7998
10;2;3;-550.7;-512.8;75.7;5.628
34;7;6;-676.2;-446.0;460.2;0.059
4;7;7;-707.3;-448.7;517.3;0.0739
13;10;9;-948.8;-471.9;953.7;0.0564
50;6;5;-679.1;-411.5;535.2;0.0698
41;3;10;-609.2;-460.6;297.2;0.1038
43;2;9;-606.6;-511.6;190.1;0.1043
35;8;1;-779.6;-502.9;553.4;0.0475
2;9;3;-821.9;-440.1;763.7;0.0983
20;5;4;-736.3;-544.5;383.7;1.6493
44;4;7;-657.1;-445.8;422.6;0.0984
20;10;1;-695.4;-668.2;54.3;4.4641
38;6;7;-678.6;-448.3;460.6;0.0776
23;9;5;-555.7;-534.5;42.6;6.0543
46;7;1;-861.7;-507.3;708.8;0.0512
47;8;6;-661.5;-441.1;440.7;0.0517
22;6;2;-630.8;-482.5;296.6;0.0872
48;5;6;-677.0;-441.1;471.9;0.055
24;3;8;-512.8;-416.0;193.6;0.1403
13;2;1;-702.3;-592.5;219.5;0.088
37;7;4;-1108.5;-521.2;1174.6;0.518
36;8;3;-1043.2;-457.6;1171.2;1.1267
